"titulo" "P.ISSN" "E.ISSN" "qIF"
"12337" "Information and Computer Security" "20564961" "" 57
"12338" "Johnson Matthey Technology Review" "20565135" "" 67
"12339" "London Business School Review" "20571607" "" 10
"12340" "Microbial genomics" "20575858" "" 91
"12341" "Wader Study" "20588410" "" 25
"12342" "Cross Cultural and Strategic Management" "20595794" "" 99
"12343" "Metszet" "20612710" "" 24
"12344" "Journal of Flow Chemistry" "2062249X" "" 70
"12345" "Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering" "20652135" "" 16
"12346" "Bulletin of the Transilvania University of Brasov, Series III: Mathematics, Informatics, Physics" "20652151" "" 7
"12347" "Carpathian Journal of Food Science and Technology" "20666845" "" 8
"12348" "Terra Sebus" "20669143" "" 30
"12349" "Pneumologia" "20672993" "" 11
"12350" "International Journal of Modern Manufacturing Technologies" "20673604" "" 46
"12351" "Meta" "20673655" "" 32
"12352" "Journal of Advanced Research in Law and Economics" "2068696X" "" 43
"12353" "University of Bucharest Review: Literary and Cultural Studies Series" "20698658" "" 7
"12354" "China Perspectives" "20703449" "" 81
"12355" "Electronic Journal of Applied Statistical Analysis" "20705948" "" 31
"12356" "Sustainability" "20711050" "" 91
"12357" "Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu" "20712227" "" 51
"12358" "Herpetology Notes" "20715773" "" 33
"12359" "Obesity and Metabolism" "20718713" "" 20
"12360" "Non-ferrous Metals" "20720807" "" 53
"12361" "CIS Iron and Steel Review" "20720815" "" 81
"12362" "Eurasian Mining" "20720823" "" 63
"12363" "Remote Sensing" "20724292" "" 95
"12364" "Magnetic Resonance in Solids" "20725981" "" 38
"12365" "Economy of Region" "20726414" "" 57
"12366" "Nutrients" "20726643" "" 95
"12367" "Toxins" "20726651" "" 85
"12368" "Micromachines" "2072666X" "" 79
"12369" "Cancers" "20726694" "" 92
"12370" "Novyj Istoriceskij Vestnik" "20729286" "" 18
"12371" "Rastitel'nost' Rossii" "20730659" "" 1
"12372" "Games" "20734336" "" 46
"12373" "Catalysts" "20734344" "" 77
"12374" "Crystals" "20734352" "" 69
"12375" "Genes" "20734425" "" 75
"12376" "ATMOSPHERE" "20734433" "" 64
"12377" "Water (Switzerland)" "20734441" "" 88
"12378" "Antibodies" "20734468" "" 58
"12379" "R Journal" "20734859" "" 89
"12380" "Nuclear and Radiation Safety" "20736231" "" 15
"12381" "Fundamentalnaya i Prikladnaya Gidrofizika" "20736673" "" 14
"12382" "Journal of Research in Education Sciences" "2073753X" "" 12
"12383" "Dialog so Vremenem" "20737564" "" 10
"12384" "International Journal of Emotional Education" "20737629" "" 41
"12385" "Knowledge Management and E-Learning" "20737904" "" 52
"12386" "Russian Journal of Biopharmaceuticals" "20738099" "" 5
"12387" "Medical News of North Caucasus" "20738137" "" 31
"12388" "Symmetry" "20738994" "" 93
"12389" "Bylye Gody" "20739745" "" 81
"12390" "Psychology in Russia: State of the Art" "20746857" "" 25
"12391" "International Journal of Advances in Soft Computing and its Applications" "20748523" "" 25
"12392" "Tuberculosis and Lung Diseases" "20751230" "" 25
"12393" "Electronic Proceedings in Theoretical Computer Science, EPTCS" "20752180" "" 10
"12394" "Insects" "20754450" "" 87
"12395" "Acta Naturae" "20758251" "" 56
"12396" "Vaccines" "2076393X" "" 98
"12397" "Membranes" "20770375" "" 76
"12398" "Eurasian Mathematical Journal" "20779879" "" 27
"12399" "The gulf journal of oncology" "20782101" "" 43
"12400" "Information (Switzerland)" "20782489" "" 56
"12401" "In Esse: English Studies in Albania" "20787413" "" 7
"12402" "East Asian Archives of Psychiatry" "20789947" "" 34
"12403" "Advances in Gerontology" "20790570" "" 12
"12404" "Ural-Altaic Studies" "20791003" "" 59
"12405" "Biosensors" "20796374" "" 84
"12406" "Photonics Letters of Poland" "20802242" "" 15
"12407" "Przeglad Wschodnioeuropejski" "20811128" "" 38
"12408" "Pediatric endocrinology, diabetes, and metabolism" "2081237X" "" 23
"12409" "Polish Journal of Management Studies" "20817452" "" 68
"12410" "Scripta Judaica Cracoviensia" "20843925" "" 5
"12411" "Przeglad Strategiczny" "20846991" "" 4
"12412" "International Journal on Electrical Engineering and Informatics" "20856830" "" 41
"12413" "International Journal of Technology" "20869614" "" 60
"12414" "International Journal of Power Electronics and Drive Systems" "20888694" "" 58
"12415" "International Journal of Hypertension" "20900384" "" 57
"12416" "Journal of Advanced Research" "20901232" "" 95
"12417" "Critical Care Research and Practice" "20901305" "" 71
"12418" "Biochemistry Research International" "20902247" "" 56
"12419" "Journal of Pregnancy" "20902727" "" 65
"12420" "Ain Shams Engineering Journal" "20904479" "" 88
"12421" "Middle East Current Psychiatry" "20905408" "" 10
"12422" "Asian Journal of Shipping and Logistics" "20925212" "" 71
"12423" "Earthquake and Structures" "20927614" "" 64
"12424" "Anatomy and Cell Biology" "20933673" "" 48
"12425" "International Neurourology Journal" "20934777" "" 64
"12426" "Philippine Statistician" "20940343" "" 0
"12427" "Zhonghua Shiyan Yanke Zazhi/Chinese Journal of Experimental Ophthalmology" "20950160" "" 12
"12428" "Frontiers of Materials Science" "2095025X" "" 57
"12429" "Asian Herpetological Research" "20950357" "" 45
"12430" "Journal of Modern Transportation" "2095087X" "" 65
"12431" "Zhiwu Shengli Xuebao/Plant Physiology Journal" "20951108" "" 27
"12432" "Chinese Optics" "20951531" "" 56
"12433" "Journal of Pharmaceutical Analysis" "20951779" "" 98
"12434" "International Journal of Mining Science and Technology" "20952686" "" 89
"12435" "Journal of Radars" "2095283X" "" 46
"12436" "Journal of Integrative Agriculture" "20953119" "" 78
"12437" "Journal of Palaeogeography" "20953836" "" 82
"12438" "Cancer Biology and Medicine" "20953941" "" 88
"12439" "Zhonghua wei zhong bing ji jiu yi xue" "20954352" "" 35
"12440" "Bone Research" "20954700" "" 99
"12441" "Journal of Energy Chemistry" "20954956" "" 91
"12442" "Journal of integrative medicine" "20954964" "" 90
"12443" "Journal of Geomatics" "20956045" "" 9
"12444" "International Soil and Water Conservation Research" "20956339" "" 94
"12445" "Journal of Traffic and Transportation Engineering (English Edition)" "20957564" "" 78
"12446" "Engineering" "20958099" "" 94
"12447" "Zoological research" "20958137" "" 76
"12448" "Gongcheng Kexue Xuebao/Chinese Journal of Engineering" "20959389" "" 26
"12449" "Journal of Data and Information Science" "2096157X" "" 70
"12450" "Gongcheng Kexue Yu Jishu/Advanced Engineering Science" "20963246" "" 25
"12451" "Correspondances en MHND" "21009619" "" 2
"12452" "European Physical Journal H" "21026459" "" 37
"12453" "European Journal of Electrical Engineering" "21033641" "" 10
"12454" "Gallia Prehistoire" "21099642" "" 42
"12455" "Annals of Intensive Care" "21105820" "" 93
"12456" "Recherches en Didactiques des Sciences et des Technologies" "21106460" "" 12
"12457" "International Economics" "21107017" "" 84
"12458" "HiSTOReLo" "2145132X" "" 41
"12459" "Cumhuriyet Dental Journal" "21462852" "" 6
"12460" "International Journal of Energy Economics and Policy" "21464553" "" 83
"12461" "All Azimuth" "21467757" "" 39
"12462" "Archives of Rheumatology" "21485046" "" 11
"12463" "Journal of Excipients and Food Chemicals" "21502668" "" 28
"12464" "Nano-Micro Letters" "21505551" "" 97
"12465" "Nano Biomedicine and Engineering" "21505578" "" 22
"12466" "News and Tech" "21506884" "" 10
"12467" "International Journal of Energetic Materials and Chemical Propulsion" "2150766X" "" 17
"12468" "Proceedings of the VLDB Endowment" "21508097" "" 93
"12469" "Review of Middle East Studies" "21513481" "" 21
"12470" "Arthritis Care and Research" "2151464X" "" 85
"12471" "a/b: Auto/Biography Studies" "21517290" "" 84
"12472" "Frontiers in Heat and Mass Transfer" "21518629" "" 65
"12473" "Rural policy brief" "21520267" "" 51
"12474" "Clinical Lymphoma, Myeloma and Leukemia" "21522669" "" 57
"12475" "Greenhouse Gases: Science and Technology" "21523878" "" 50
"12476" "Surgical Neurology International" "21527806" "" 48
"12477" "IEEE International Conference on Intelligent Robots and Systems" "21530858" "" 68
"12478" "International Journal of Prognostics and Health Management" "21532648" "" 57
"12479" "Culture, Agriculture, Food and Environment" "21539553" "" 88
"12480" "Annals of Anthropological Practice" "2153957X" "" 73
"12481" "Education and Training in Autism and Developmental Disabilities" "21541647" "" 74
"12482" "IEEE Pulse" "21542287" "" 18
"12483" "Hospital practice (1995)" "21548331" "" 76
"12484" "Clinical and Translational Gastroenterology" "2155384X" "" 95
"12485" "International Journal of Cyber Behavior, Psychology and Learning" "21557136" "" 55
"12486" "AIAA/IEEE Digital Avionics Systems Conference - Proceedings" "21557195" "" 34
"12487" "Dental Hypotheses" "21558213" "" 17
"12488" "Cincinnati Romance Review" "21558817" "" 16
"12489" "IEEE Journal on Emerging and Selected Topics in Circuits and Systems" "21563357" "" 88
"12490" "IEEE Journal of Photovoltaics" "21563381" "" 88
"12491" "IEEE Transactions on Terahertz Science and Technology" "2156342X" "" 92
"12492" "IEEE Transactions on Components, Packaging and Manufacturing Technology" "21563950" "" 77
"12493" "Advances in Nutrition" "21565376" "" 98
"12494" "Biomedical Optics Express" "21567085" "" 86
"12495" "Mathematical Control and Related Fields" "21568472" "" 52
"12496" "PLoS Currents" "21573999" "" 66
"12497" "International Journal of Athletic Therapy and Training" "21577285" "" 22
"12498" "IEEE International Symposium on Information Theory - Proceedings" "21578095" "" 66
"12499" "Oncogenesis" "21579024" "" 86
"12500" "Journal of Pre-College Engineering Education Research" "21579288" "" 94
"12501" "IEEE International Professional Communication Conference" "2158091X" "" 20
"12502" "Hotel Management" "21582122" "" 3
"12503" "SAGE Open" "21582440" "" 93
"12504" "Translational Psychiatry" "21583188" "" 96
"12505" "AIP Advances" "21583226" "" 60
"12506" "ACM Transactions on Management Information Systems" "2158656X" "" 89
"12507" "FP essentials" "21593000" "" 58
"12508" "Optical Materials Express" "21593930" "" 76
"12509" "Ethnobiology Letters" "21598126" "" 73
"12510" "G3: Genes, Genomes, Genetics" "21601836" "" 59
"12511" "Physical Review X" "21603308" "" 97
"12512" "Current protocols in chemical biology" "21604762" "" 87
"12513" "Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference" "21608555" "" 47
"12514" "International Conference on Geoinformatics" "2161024X" "" 8
"12515" "Topics in antiviral medicine" "21615853" "" 71
"12516" "Asia-Pacific Journal of Ophthalmology" "21620989" "" 63
"12517" "IEEE Electromagnetic Compatibility Magazine" "21622272" "" 41
"12518" "IEEE Wireless Communications Letters" "21622337" "" 88
"12519" "IEEE Transactions on Neural Networks and Learning Systems" "2162237X" "" 99
"12520" "CPT: Pharmacometrics and Systems Pharmacology" "21638306" "" 88
"12521" "The Neurodiagnostic journal" "21646821" "" 27
"12522" "National Health Statistics Reports" "21648344" "" 99
"12523" "Ab Imperio" "21649731" "" 59
"12524" "Workplace Health and Safety" "21650799" "" 39
"12525" "Advances in Civil Engineering Materials" "21653984" "" 59
"12526" "Victorians" "21660107" "" 7
"12527" "Journal of Technology, Management, and Applied Engineering" "21660123" "" 58
"12528" "Journal of Vacuum Science and Technology B:Nanotechnology and Microelectronics" "21662754" "" 52
"12529" "Journal for the Liberal Arts and Sciences" "21673756" "" 6
"12530" "PeerJ" "21678359" "" 86
"12531" "Expert Opinion on Orphan Drugs" "21678707" "" 70
"12532" "Monoclonal Antibodies in Immunodiagnosis and Immunotherapy" "21679436" "" 22
"12533" "IEEE Transactions on Systems, Man, and Cybernetics: Systems" "21682216" "" 97
"12534" "IEEE Transactions on Cybernetics" "21682267" "" 99
"12535" "IEEE Transactions on Human-Machine Systems" "21682291" "" 98
"12536" "IEEE Design and Test" "21682356" "" 69
"12537" "IEEE Journal of Translational Engineering in Health and Medicine" "21682372" "" 69
"12538" "Therapeutic Innovation and Regulatory Science" "21684790" "" 75
"12539" "IEEE Journal of the Electron Devices Society" "21686734" "" 75
"12540" "IEEE Transactions on Emerging Topics in Computing" "21686750" "" 91
"12541" "IEEE Geoscience and Remote Sensing Magazine" "21686831" "" 99
"12542" "IEEE Transactions on Cloud Computing" "21687161" "" 94
"12543" "IEEE Access" "21693536" "" 96
"12544" "Journal of Nanofluids" "2169432X" "" 69
"12545" "International Conference on Digital Printing Technologies" "21694362" "" 33
"12546" "Soft Robotics" "21695172" "" 97
"12547" "Global health, science and practice" "2169575X" "" 77
"12548" "Imagen Diagnostica" "21713669" "" 2
"12549" "Spanish Review of Financial Economics" "21731268" "" 30
"12550" "Boletin Academico" "21736723" "" 8
"12551" "Revista de Derecho Politico" "21745625" "" 17
"12552" "Tempo e Argumento" "21751803" "" 24
"12553" "Meta: Avaliacao" "21752753" "" 8
"12554" "Jornal brasileiro de nefrologia : org̣o oficial de Sociedades Brasileira e Latino-Americana de Nefrologia" "21758239" "" 70
"12555" "Journal of Morphological Sciences" "21770298" "" 6
"12556" "Oecologia Australis" "21776199" "" 28
"12557" "Calidoscopio" "21776202" "" 24
"12558" "Dental Press Endodontics" "21783713" "" 3
"12559" "Journal of Microwaves, Optoelectronics and Electromagnetic Applications" "21791074" "" 37
"12560" "International Journal of China Studies" "21803250" "" 67
"12561" "Estudos do Quaternario" "21828660" "" 47
"12562" "ICIC Express Letters, Part B: Applications" "21852766" "" 1
"12563" "CALL-EJ" "21879036" "" 69
"12564" "Evergreen" "21890420" "" 20
"12565" "Diabetology International" "21901678" "" 29
"12566" "Smart Innovation, Systems and Technologies" "21903018" "" 22
"12567" "RIHA Journal" "21903328" "" 44
"12568" "Beilstein Journal of Nanotechnology" "21904286" "" 84
"12569" "GeoPlanet: Earth and Planetary Sciences" "21905193" "" 35
"12570" "Advances in neurobiology" "21905215" "" 46
"12571" "European Physical Journal Plus" "21905444" "" 78
"12572" "Journal of Mathematics in Industry" "21905983" "" 53
"12573" "Bonn Zoological Bulletin" "21907307" "" 33
"12574" "Journal of Mathematical Neuroscience" "21908567" "" 27
"12575" "Journal of Ceramic Science and Technology" "21909385" "" 48
"12576" "Pediatric Oncology" "21910812" "" 25
"12577" "AMB Express" "21910855" "" 60
"12578" "EJNMMI Research" "2191219X" "" 83
"12579" "Epigenetics and Human Health" "21912262" "" 7
"12580" "Advances in Computer Vision and Pattern Recognition" "21916594" "" 30
"12581" "Progress in the chemistry of organic natural products" "21917043" "" 97
"12582" "International Journal of Developmental Sciences" "2192001X" "" 17
"12583" "ChemPlusChem" "21926506" "" 75
"12584" "SpringerPlus" "21931801" "" 83
"12585" "Second Language Learning and Teaching" "21937648" "" 42
"12586" "Archiv fur Diplomatik, Schriftgeschichte, Siegel- und Wappenkunde" "21945020" "" 55
"12587" "Advances in Intelligent Systems and Computing" "21945357" "" 24
"12588" "Preservation, Digital Technology and Culture" "21952965" "" 52
"12589" "Lecture Notes in Mechanical Engineering" "21954364" "" 18
"12590" "Berichte. Geographie und Landeskunde" "21966184" "" 12
"12591" "Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR" "21974403" "" 27
